GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,,SeriesFirstDown,,NextScore,Description,TeamWin,,,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2013093000,2013-09-30,4,0,0,,MIA,0,0,0,,1,,0,"END GAME",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013102001,2013-10-20,3,0,19,CAR,STL,0,0,35,,1,,0,"9-G.GANO KICKS 65 YARDS FROM CAR 35 TO END ZONE, TOUCHBACK.",0,,,2013,0,"UNDER CENTER","KICK OFF",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
2013102002,2013-10-20,2,2,0,,CIN,0,0,0,,1,,0,"TWO-MINUTE WARNING",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013102709,2013-10-27,4,1,14,DEN,WAS,2,11,68,,0,,0,"(1:14) 18-P.MANNING KNEELS TO WAS 32 FOR NO GAIN.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,32,OPP,0,,0,,0
2013102709,2013-10-27,4,0,39,DEN,WAS,3,11,68,,0,,0,"(:39) 18-P.MANNING KNEELS TO WAS 33 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,32,OPP,0,,0,,0
2013102709,2013-10-27,4,0,0,,WAS,0,0,0,,1,,0,"END GAME",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013110301,2013-11-03,1,15,0,CAR,ATL,0,0,35,,1,,0,"9-G.GANO KICKS 65 YARDS FROM CAR 35 TO END ZONE, TOUCHBACK.",0,,,2013,0,"UNDER CENTER","KICK OFF",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
2013110302,2013-11-03,4,7,51,,MIN,0,0,0,,1,,0,"TIMEOUT #1 BY DAL AT 07:51.",0,,,2013,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013111707,2013-11-17,4,1,39,PIT,DET,1,10,78,,0,,0,"(1:39) 7-B.ROETHLISBERGER KNEELS TO DET 23 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,22,OPP,0,,0,,0
2013111707,2013-11-17,4,1,1,PIT,DET,2,11,77,,0,,0,"(1:01) 7-B.ROETHLISBERGER KNEELS TO DET 24 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,23,OPP,0,,0,,0
2013111707,2013-11-17,4,0,36,PIT,DET,3,12,76,,0,,0,"(:36) 7-B.ROETHLISBERGER KNEELS TO DET 25 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,24,OPP,0,,0,,0
2013111707,2013-11-17,4,0,0,,DET,0,0,0,,1,,0,"END GAME",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013112402,2013-11-24,4,0,44,TB,DET,3,19,9,,0,,0,"(:44) 8-M.GLENNON KNEELS TO TB 2 FOR -7 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,9,OWN,0,,0,,0
2013112402,2013-11-24,4,0,0,,TB,0,0,0,,1,,0,"END GAME",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013112403,2013-11-24,4,0,14,,MIN,0,0,0,,1,,0,"TIMEOUT #3 BY MIN AT 00:14.",0,,,2013,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013112400,2013-11-24,3,6,46,BAL,NYJ,2,17,62,,0,,0,"(6:46) 5-J.FLACCO SACKED AT NYJ 46 FOR -8 YARDS (97-C.PACE).",0,,,2013,-8,"UNDER CENTER",SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,0,,38,OPP,0,,0,,0
2013112411,2013-11-24,3,5,45,NE,DEN,2,1,99,,1,,0,"(5:45) 38-B.BOLDEN UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,,,2013,1,"UNDER CENTER",RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,0,CENTER,1,OPP,0,,0,,0
2013112411,2013-11-24,5,10,20,,DEN,0,0,0,,1,,0,"TIMEOUT #1 BY NE AT 10:20.",0,,,2013,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013112800,2013-11-28,2,0,19,,GB,0,0,0,,1,,0,"TIMEOUT #3 BY DET AT 00:19.",0,,,2013,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013112801,2013-11-28,4,0,35,DAL,OAK,1,10,58,,0,,0,"(:35) 9-T.ROMO KNEELS TO OAK 43 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,42,OPP,0,,0,,0
2013112801,2013-11-28,4,0,0,,OAK,0,0,0,,1,,0,"END GAME",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013112802,2013-11-28,4,0,38,BAL,PIT,3,11,63,,0,,0,"(:38) 5-J.FLACCO KNEELS TO PIT 38 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,37,OPP,0,,0,,0
2013112802,2013-11-28,4,0,0,,PIT,0,0,0,,1,,0,"END GAME",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120101,2013-12-01,2,0,24,,JAC,0,0,0,,1,,0,"TIMEOUT #3 BY CLE AT 00:24.",0,,,2013,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120100,2013-12-01,2,0,30,,TB,0,0,0,,1,,0,"TIMEOUT #1 BY TB AT 00:30.",0,,,2013,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120111,2013-12-01,1,8,16,WAS,NYG,2,1,99,,1,,0,"(8:16) 46-A.MORRIS UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,,,2013,1,"UNDER CENTER",RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,0,CENTER,1,OPP,0,,0,,0
2013120500,2013-12-05,4,0,30,,HOU,0,0,0,,1,,0,"TIMEOUT #3 BY JAC AT 00:30.",0,,,2013,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120801,2013-12-08,2,0,20,CIN,IND,1,10,19,,0,,0,"(:20) 14-A.DALTON KNEELS TO CIN 18 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,19,OWN,0,,0,,0
2013120801,2013-12-08,2,0,0,,IND,0,0,0,,1,,0,"END QUARTER 2",0,,,2013,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120802,2013-12-08,4,1,10,NE,CLE,1,2,98,,0,,0,"(1:10) 12-T.BRADY SPIKED THE BALL TO STOP THE CLOCK.",0,,,2013,0,"UNDER CENTER","CLOCK STOP",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,2,OPP,0,,0,,0
2013120803,2013-12-08,4,8,54,OAK,NYJ,1,10,22,,0,,0,"(8:54) 14-M.MCGLOIN SACKED AT OAK 15 FOR -7 YARDS (97-C.PACE).",0,,,2013,-7,"UNDER CENTER",SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,0,,22,OWN,0,,0,,0
2013120808,2013-12-08,4,0,0,,KC,0,0,0,,1,,0,"END GAME",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120800,2013-12-08,2,13,45,,MIN,0,0,0,,1,,0,"TIMEOUT #1 BY BAL AT 13:45.",0,,,2013,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120807,2013-12-08,4,2,0,,BUF,0,0,0,,1,,0,"TWO-MINUTE WARNING",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120806,2013-12-08,4,2,0,,MIA,0,0,0,,1,,0,"TWO-MINUTE WARNING",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120809,2013-12-08,4,1,57,,TEN,0,0,0,,1,,0,"TWO-MINUTE WARNING",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013122205,2013-12-22,2,0,2,IND,KC,1,10,37,,0,,0,"(:02) 12-A.LUCK KNEELS TO IND 36 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,37,OWN,0,,0,,0
2013122205,2013-12-22,2,0,0,,IND,0,0,0,,1,,0,"END QUARTER 2",0,,,2013,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013122206,2013-12-22,4,1,1,NYJ,CLE,2,10,52,,0,,0,"(1:01) 7-G.SMITH KNEELS TO CLE 48 FOR NO GAIN.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,48,OPP,0,,0,,0
2013122206,2013-12-22,4,0,33,NYJ,CLE,3,10,52,,0,,0,"(:33) 7-G.SMITH KNEELS TO CLE 49 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,48,OPP,0,,0,,0
2013122206,2013-12-22,4,0,0,,CLE,0,0,0,,1,,0,"END GAME",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013122211,2013-12-22,2,0,17,ARI,SEA,1,10,20,,0,,0,"(:17) 3-C.PALMER KNEELS TO ARI 19 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
2013122211,2013-12-22,2,0,0,,ARI,0,0,0,,1,,0,"END QUARTER 2",0,,,2013,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013122905,2013-12-29,4,0,32,NYJ,MIA,3,12,22,,0,,0,"(:32) 7-G.SMITH KNEELS TO NYJ 21 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,22,OWN,0,,0,,0
2013122905,2013-12-29,4,0,0,,NYJ,0,0,0,,1,,0,"END GAME",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013122906,2013-12-29,4,2,0,MIN,DET,1,10,86,,0,,0,"(2:00) 16-M.CASSEL KNEELS TO DET 15 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,14,OPP,0,,0,,0
